cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
paramid,extid,def,min,max,visname,paramnum,visname,paramnum,visname
osc_2_frame_spread,osc_2_frame_spread,0,-128,128,Oscillator 2 Unison Frame Spread,404,Oscillator 2 Unison Frame Spread,404,Oscillator 2 Unison Frame Spread
osc_2_level,osc_2_level,0.70710676908493,0,1,Oscillator 2 Level,405,Oscillator 2 Level,405,Oscillator 2 Level
osc_2_midi_track,osc_2_midi_track,1,0,1,Oscillator 2 Midi Track,406,Oscillator 2 Midi Track,406,Oscillator 2 Midi Track
osc_2_on,osc_2_on,0,0,1,Oscillator 2 Switch,407,Oscillator 2 Switch,407,Oscillator 2 Switch
osc_2_pan,osc_2_pan,0,-1,1,Oscillator 2 Pan,408,Oscillator 2 Pan,408,Oscillator 2 Pan
osc_2_phase,osc_2_phase,0.5,0,1,Oscillator 2 Phase,409,Oscillator 2 Phase,409,Oscillator 2 Phase
osc_2_random_phase,osc_2_random_phase,1,0,1,Oscillator 2 Phase Randomization,410,Oscillator 2 Phase Randomization,410,Oscillator 2 Phase Randomization
osc_2_smooth_interpolation,osc_2_smooth_interpolation,0,0,1,Oscillator 2 Smooth Interpolation,411,Oscillator 2 Smooth Interpolatio,411,Oscillator 2 Smooth Interpolation
osc_2_spectral_morph_amount,osc_2_spectral_morph_amount,0.5,0,1,Oscillator 2 Frequency Morph Amount,498,Oscillator 2 Frequency Morph Amo,498,Oscillator 2 Frequency Morph Amount
osc_2_spectral_morph_phase,osc_2_spectral_morph_phase,0.5,0,1,Oscillator 2 Frequency Morph Phase,773,Oscillator 2 Frequency Morph Pha,773,Oscillator 2 Frequency Morph Phase
osc_2_spectral_morph_spread,osc_2_spectral_morph_spread,0,-0.5,0.5,Oscillator 2 Frequency Morph Spread,499,Oscillator 2 Frequency Morph Spr,499,Oscillator 2 Frequency Morph Spread
osc_2_spectral_morph_type,osc_2_spectral_morph_type,0,0,16,Oscillator 2 Frequency Morph Type,500,Oscillator 2 Frequency Morph Typ,500,Oscillator 2 Frequency Morph Type
osc_2_spectral_unison,osc_2_spectral_unison,1,0,1,Oscillator 2 Spectral Unison,504,Oscillator 2 Spectral Unison,504,Oscillator 2 Spectral Unison
osc_2_stack_style,osc_2_stack_style,0,0,12,Oscillator 2 Stack Style,412,Oscillator 2 Stack Style,412,Oscillator 2 Stack Style
osc_2_stereo_spread,osc_2_stereo_spread,1,0,1,Oscillator 2 Stereo Spread,413,Oscillator 2 Stereo Spread,413,Oscillator 2 Stereo Spread
osc_2_transpose,osc_2_transpose,0,-48,48,Oscillator 2 Transpose,414,Oscillator 2 Transpose,414,Oscillator 2 Transpose
osc_2_transpose_quantize,osc_2_transpose_quantize,0,0,8191,Oscillator 2 Transpose Quantize,415,Oscillator 2 Transpose Quantize,415,Oscillator 2 Transpose Quantize
osc_2_tune,osc_2_tune,0,-1,1,Oscillator 2 Tune,416,Oscillator 2 Tune,416,Oscillator 2 Tune
osc_2_unison_blend,osc_2_unison_blend,0.800000011920929,0,1,Oscillator 2 Blend,417,Oscillator 2 Blend,417,Oscillator 2 Blend
osc_2_unison_detune,osc_2_unison_detune,4.4721360206604,0,10,Oscillator 2 Unison Detune,418,Oscillator 2 Unison Detune,418,Oscillator 2 Unison Detune
osc_2_unison_voices,osc_2_unison_voices,1,1,16,Oscillator 2 Unison Voices,419,Oscillator 2 Unison Voices,419,Oscillator 2 Unison Voices
osc_2_view_2d,osc_2_view_2d,1,0,2,Oscillator 2 View 2D,486,Oscillator 2 View 2D,486,Oscillator 2 View 2D
osc_2_wave_frame,osc_2_wave_frame,0,0,256,Oscillator 2 Wave Frame,420,Oscillator 2 Wave Frame,420,Oscillator 2 Wave Frame
osc_3_destination,osc_3_destination,3,0,14,Oscillator 3 Destination,505,Oscillator 3 Destination,505,Oscillator 3 Destination
osc_3_detune_power,osc_3_detune_power,1.5,-5,5,Oscillator 3 Detune Power,506,Oscillator 3 Detune Power,506,Oscillator 3 Detune Power
osc_3_detune_range,osc_3_detune_range,2,0,48,Oscillator 3 Detune Range,507,Oscillator 3 Detune Range,507,Oscillator 3 Detune Range
osc_3_distortion_amount,osc_3_distortion_amount,0.5,0,1,Oscillator 3 Distortion Amount,508,Oscillator 3 Distortion Amount,508,Oscillator 3 Distortion Amount
osc_3_distortion_phase,osc_3_distortion_phase,0.5,0,1,Oscillator 3 Distortion Phase,509,Oscillator 3 Distortion Phase,509,Oscillator 3 Distortion Phase
osc_3_distortion_spread,osc_3_distortion_spread,0,-0.5,0.5,Oscillator 3 Distortion Spread,510,Oscillator 3 Distortion Spread,510,Oscillator 3 Distortion Spread
osc_3_distortion_type,osc_3_distortion_type,0,0,12,Oscillator 3 Distortion Type,511,Oscillator 3 Distortion Type,511,Oscillator 3 Distortion Type
osc_3_frame_spread,osc_3_frame_spread,0,-128,128,Oscillator 3 Unison Frame Spread,512,Oscillator 3 Unison Frame Spread,512,Oscillator 3 Unison Frame Spread
osc_3_level,osc_3_level,0.70710676908493,0,1,Oscillator 3 Level,513,Oscillator 3 Level,513,Oscillator 3 Level
osc_3_midi_track,osc_3_midi_track,1,0,1,Oscillator 3 Midi Track,514,Oscillator 3 Midi Track,514,Oscillator 3 Midi Track
osc_3_on,osc_3_on,0,0,1,Oscillator 3 Switch,515,Oscillator 3 Switch,515,Oscillator 3 Switch
osc_3_pan,osc_3_pan,0,-1,1,Oscillator 3 Pan,516,Oscillator 3 Pan,516,Oscillator 3 Pan
osc_3_phase,osc_3_phase,0.5,0,1,Oscillator 3 Phase,517,Oscillator 3 Phase,517,Oscillator 3 Phase
osc_3_random_phase,osc_3_random_phase,1,0,1,Oscillator 3 Phase Randomization,518,Oscillator 3 Phase Randomization,518,Oscillator 3 Phase Randomization
osc_3_smooth_interpolation,osc_3_smooth_interpolation,0,0,1,Oscillator 3 Smooth Interpolation,519,Oscillator 3 Smooth Interpolatio,519,Oscillator 3 Smooth Interpolation
osc_3_spectral_morph_amount,osc_3_spectral_morph_amount,0.5,0,1,Oscillator 3 Frequency Morph Amount,520,Oscillator 3 Frequency Morph Amo,520,Oscillator 3 Frequency Morph Amount
osc_3_spectral_morph_phase,osc_3_spectral_morph_phase,0.5,0,1,Oscillator 3 Frequency Morph Phase,774,Oscillator 3 Frequency Morph Pha,774,Oscillator 3 Frequency Morph Phase
osc_3_spectral_morph_spread,osc_3_spectral_morph_spread,0,-0.5,0.5,Oscillator 3 Frequency Morph Spread,521,Oscillator 3 Frequency Morph Spr,521,Oscillator 3 Frequency Morph Spread
osc_3_spectral_morph_type,osc_3_spectral_morph_type,0,0,16,Oscillator 3 Frequency Morph Type,522,Oscillator 3 Frequency Morph Typ,522,Oscillator 3 Frequency Morph Type
osc_3_spectral_unison,osc_3_spectral_unison,1,0,1,Oscillator 3 Spectral Unison,523,Oscillator 3 Spectral Unison,523,Oscillator 3 Spectral Unison
osc_3_stack_style,osc_3_stack_style,0,0,12,Oscillator 3 Stack Style,524,Oscillator 3 Stack Style,524,Oscillator 3 Stack Style
osc_3_stereo_spread,osc_3_stereo_spread,1,0,1,Oscillator 3 Stereo Spread,525,Oscillator 3 Stereo Spread,525,Oscillator 3 Stereo Spread
osc_3_transpose,osc_3_transpose,0,-48,48,Oscillator 3 Transpose,526,Oscillator 3 Transpose,526,Oscillator 3 Transpose
osc_3_transpose_quantize,osc_3_transpose_quantize,0,0,8191,Oscillator 3 Transpose Quantize,527,Oscillator 3 Transpose Quantize,527,Oscillator 3 Transpose Quantize
osc_3_tune,osc_3_tune,0,-1,1,Oscillator 3 Tune,528,Oscillator 3 Tune,528,Oscillator 3 Tune
osc_3_unison_blend,osc_3_unison_blend,0.800000011920929,0,1,Oscillator 3 Blend,529,Oscillator 3 Blend,529,Oscillator 3 Blend
osc_3_unison_detune,osc_3_unison_detune,4.4721360206604,0,10,Oscillator 3 Unison Detune,530,Oscillator 3 Unison Detune,530,Oscillator 3 Unison Detune
osc_3_unison_voices,osc_3_unison_voices,1,1,16,Oscillator 3 Unison Voices,531,Oscillator 3 Unison Voices,531,Oscillator 3 Unison Voices
osc_3_view_2d,osc_3_view_2d,1,0,2,Oscillator 3 View 2D,532,Oscillator 3 View 2D,532,Oscillator 3 View 2D
osc_3_wave_frame,osc_3_wave_frame,0,0,256,Oscillator 3 Wave Frame,533,Oscillator 3 Wave Frame,533,Oscillator 3 Wave Frame
oversampling,oversampling,0,0,3,Oversampling,421,Oversampling,421,Oversampling
phaser_blend,phaser_blend,1,0,2,Phaser Blend,555,Phaser Blend,555,Phaser Blend
phaser_center,phaser_center,80,8,136,Phaser Center,422,Phaser Center,422,Phaser Center
phaser_dry_wet,phaser_dry_wet,1,0,1,Phaser Mix,423,Phaser Mix,423,Phaser Mix
phaser_feedback,phaser_feedback,0.5,0,1,Phaser Feedback,424,Phaser Feedback,424,Phaser Feedback
phaser_frequency,phaser_frequency,-3,-5,2,Phaser Frequency,425,Phaser Frequency,425,Phaser Frequency
phaser_mod_depth,phaser_mod_depth,24,0,48,Phaser Mod Depth,426,Phaser Mod Depth,426,Phaser Mod Depth
phaser_on,phaser_on,0,0,1,Phaser Switch,427,Phaser Switch,427,Phaser Switch
phaser_phase_offset,phaser_phase_offset,0.333333343267441,0,1,Phaser Phase Offset,428,Phaser Phase Offset,428,Phaser Phase Offset
phaser_sync,phaser_sync,1,0,3,Phaser Sync,429,Phaser Sync,429,Phaser Sync
phaser_tempo,phaser_tempo,3,0,10,Phaser Tempo,430,Phaser Tempo,430,Phaser Tempo
pitch_bend_range,pitch_bend_range,12,0,48,Pitch Bend Range,431,Pitch Bend Range,431,Pitch Bend Range
pitch_wheel,pitch_wheel,0,-1,1,Pitch Wheel,464,Pitch Wheel,464,Pitch Wheel
polyphony,polyphony,32,1,32,Polyphony,432,Polyphony,432,Polyphony
portamento_force,portamento_force,0,0,1,Portamento Force,433,Portamento Force,433,Portamento Force
portamento_scale,portamento_scale,0,0,1,Portamento Scale,434,Portamento Scale,434,Portamento Scale
portamento_slope,portamento_slope,0,-8,8,Portamento Slope,435,Portamento Slope,435,Portamento Slope
portamento_time,portamento_time,-10,-10,4,Portamento Time,436,Portamento Time,436,Portamento Time
random_1_frequency,random_1_frequency,1,-7,9,Random LFO 1 Frequency,465,Random LFO 1 Frequency,465,Random LFO 1 Frequency
random_1_keytrack_transpose,random_1_keytrack_transpose,-12,-60,36,Random LFO 1 Transpose,744,Random LFO 1 Transpose,744,Random LFO 1 Transpose
random_1_keytrack_tune,random_1_keytrack_tune,0,-1,1,Random LFO 1 Tune,745,Random LFO 1 Tune,745,Random LFO 1 Tune
random_1_stereo,random_1_stereo,0,0,1,Random LFO 1 Stereo,466,Random LFO 1 Stereo,466,Random LFO 1 Stereo
random_1_style,random_1_style,0,0,3,Random LFO 1 Style,467,Random LFO 1 Style,467,Random LFO 1 Style
random_1_sync,random_1_sync,1,0,4,Random LFO 1 Sync,468,Random LFO 1 Sync,468,Random LFO 1 Sync
random_1_sync_type,random_1_sync_type,0,0,1,Random LFO 1 Sync Type,556,Random LFO 1 Sync Type,556,Random LFO 1 Sync Type
random_1_tempo,random_1_tempo,8,0,12,Random LFO 1 Tempo,469,Random LFO 1 Tempo,469,Random LFO 1 Tempo
random_2_frequency,random_2_frequency,1,-7,9,Random LFO 2 Frequency,470,Random LFO 2 Frequency,470,Random LFO 2 Frequency
random_2_keytrack_transpose,random_2_keytrack_transpose,-12,-60,36,Random LFO 2 Transpose,746,Random LFO 2 Transpose,746,Random LFO 2 Transpose
random_2_keytrack_tune,random_2_keytrack_tune,0,-1,1,Random LFO 2 Tune,747,Random LFO 2 Tune,747,Random LFO 2 Tune
random_2_stereo,random_2_stereo,0,0,1,Random LFO 2 Stereo,471,Random LFO 2 Stereo,471,Random LFO 2 Stereo
random_2_style,random_2_style,0,0,3,Random LFO 2 Style,472,Random LFO 2 Style,472,Random LFO 2 Style
random_2_sync,random_2_sync,1,0,4,Random LFO 2 Sync,473,Random LFO 2 Sync,473,Random LFO 2 Sync
random_2_sync_type,random_2_sync_type,0,0,1,Random LFO 2 Sync Type,557,Random LFO 2 Sync Type,557,Random LFO 2 Sync Type
random_2_tempo,random_2_tempo,8,0,12,Random LFO 2 Tempo,474,Random LFO 2 Tempo,474,Random LFO 2 Tempo
random_3_frequency,random_3_frequency,1,-7,9,Random LFO 3 Frequency,475,Random LFO 3 Frequency,475,Random LFO 3 Frequency
random_3_keytrack_transpose,random_3_keytrack_transpose,-12,-60,36,Random LFO 3 Transpose,748,Random LFO 3 Transpose,748,Random LFO 3 Transpose
random_3_keytrack_tune,random_3_keytrack_tune,0,-1,1,Random LFO 3 Tune,749,Random LFO 3 Tune,749,Random LFO 3 Tune
random_3_stereo,random_3_stereo,0,0,1,Random LFO 3 Stereo,476,Random LFO 3 Stereo,476,Random LFO 3 Stereo
random_3_style,random_3_style,0,0,3,Random LFO 3 Style,477,Random LFO 3 Style,477,Random LFO 3 Style
random_3_sync,random_3_sync,1,0,4,Random LFO 3 Sync,478,Random LFO 3 Sync,478,Random LFO 3 Sync
random_3_sync_type,random_3_sync_type,0,0,1,Random LFO 3 Sync Type,558,Random LFO 3 Sync Type,558,Random LFO 3 Sync Type
random_3_tempo,random_3_tempo,8,0,12,Random LFO 3 Tempo,479,Random LFO 3 Tempo,479,Random LFO 3 Tempo
random_4_frequency,random_4_frequency,1,-7,9,Random LFO 4 Frequency,480,Random LFO 4 Frequency,480,Random LFO 4 Frequency
random_4_keytrack_transpose,random_4_keytrack_transpose,-12,-60,36,Random LFO 4 Transpose,750,Random LFO 4 Transpose,750,Random LFO 4 Transpose
random_4_keytrack_tune,random_4_keytrack_tune,0,-1,1,Random LFO 4 Tune,751,Random LFO 4 Tune,751,Random LFO 4 Tune
random_4_stereo,random_4_stereo,0,0,1,Random LFO 4 Stereo,481,Random LFO 4 Stereo,481,Random LFO 4 Stereo
random_4_style,random_4_style,0,0,3,Random LFO 4 Style,482,Random LFO 4 Style,482,Random LFO 4 Style
random_4_sync,random_4_sync,1,0,4,Random LFO 4 Sync,483,Random LFO 4 Sync,483,Random LFO 4 Sync
random_4_sync_type,random_4_sync_type,0,0,1,Random LFO 4 Sync Type,559,Random LFO 4 Sync Type,559,Random LFO 4 Sync Type
random_4_tempo,random_4_tempo,8,0,12,Random LFO 4 Tempo,484,Random LFO 4 Tempo,484,Random LFO 4 Tempo
reverb_chorus_amount,reverb_chorus_amount,0.223607003688812,0,1,Reverb Chorus Amount,437,Reverb Chorus Amount,437,Reverb Chorus Amount
reverb_chorus_frequency,reverb_chorus_frequency,-2,-8,3,Reverb Chorus Frequency,438,Reverb Chorus Frequency,438,Reverb Chorus Frequency
reverb_decay_time,reverb_decay_time,0,-6,6,Reverb Decay Time,439,Reverb Decay Time,439,Reverb Decay Time
reverb_delay,reverb_delay,0,0,0.300000011920929,Reverb Delay,725,Reverb Delay,725,Reverb Delay
reverb_dry_wet,reverb_dry_wet,0.25,0,1,Reverb Mix,440,Reverb Mix,440,Reverb Mix
reverb_high_shelf_cutoff,reverb_high_shelf_cutoff,90,0,128,Reverb High Cutoff,441,Reverb High Cutoff,441,Reverb High Cutoff
reverb_high_shelf_gain,reverb_high_shelf_gain,-1,-6,0,Reverb High Gain,442,Reverb High Gain,442,Reverb High Gain
reverb_low_shelf_cutoff,reverb_low_shelf_cutoff,0,0,128,Reverb Low Cutoff,443,Reverb Low Cutoff,443,Reverb Low Cutoff
reverb_low_shelf_gain,reverb_low_shelf_gain,0,-6,0,Reverb Low Gain,444,Reverb Low Gain,444,Reverb Low Gain
reverb_on,reverb_on,0,0,1,Reverb Switch,445,Reverb Switch,445,Reverb Switch
reverb_pre_high_cutoff,reverb_pre_high_cutoff,110,0,128,Reverb Pre High Cutoff,446,Reverb Pre High Cutoff,446,Reverb Pre High Cutoff
reverb_pre_low_cutoff,reverb_pre_low_cutoff,0,0,128,Reverb Pre Low Cutoff,447,Reverb Pre Low Cutoff,447,Reverb Pre Low Cutoff
reverb_size,reverb_size,0.5,0,1,Reverb Size,550,Reverb Size,550,Reverb Size
sample_bounce,sample_bounce,0,0,1,Sample Bounce,721,Sample Bounce,721,Sample Bounce
sample_destination,sample_destination,3,0,14,Sample Destination,534,Sample Destination,534,Sample Destination
sample_keytrack,sample_keytrack,0,0,1,Sample Keytrack,448,Sample Keytrack,448,Sample Keytrack
sample_level,sample_level,0.70710676908493,0,1,Sample Level,449,Sample Level,449,Sample Level
sample_loop,sample_loop,1,0,1,Sample Loop,450,Sample Loop,450,Sample Loop
sample_on,sample_on,0,0,1,Sample Switch,451,Sample Switch,451,Sample Switch
sample_pan,sample_pan,0,-1,1,Sample Pan,452,Sample Pan,452,Sample Pan
sample_random_phase,sample_random_phase,0,0,1,Sample Random Phase,453,Sample Random Phase,453,Sample Random Phase
sample_transpose,sample_transpose,0,-48,48,Sample Transpose,454,Sample Transpose,454,Sample Transpose
sample_transpose_quantize,sample_transpose_quantize,0,0,8191,Sample Transpose Quantize,455,Sample Transpose Quantize,455,Sample Transpose Quantize
sample_tune,sample_tune,0,-1,1,Sample Tune,456,Sample Tune,456,Sample Tune
stereo_mode,stereo_mode,0,0,1,Stereo Mode,723,Stereo Mode,723,Stereo Mode
stereo_routing,stereo_routing,1,0,1,Stereo Routing,457,Stereo Routing,457,Stereo Routing
velocity_track,velocity_track,1,-1,1,Velocity Track,458,Velocity Track,458,Velocity Track
view_spectrogram,view_spectrogram,0,0,2,View Spectrogram,771,View Spectrogram,771,View Spectrogram
voice_amplitude,voice_amplitude,1,0,1,Voice Amplitude,459,Voice Amplitude,459,Voice Amplitude
voice_override,voice_override,0,0,1,Voice Override,726,Voice Override,726,Voice Override
voice_priority,voice_priority,4,0,4,Voice Priority,460,Voice Priority,460,Voice Priority
voice_transpose,voice_transpose,0,-48,48,Voice Transpose,722,Voice Transpose,722,Voice Transpose
voice_tune,voice_tune,0,-1,1,Voice Tune,461,Voice Tune,461,Voice Tune
volume,volume,5473.04052734375,0,7399.4404296875,Volume,462,Volume,462,Volume
